2026-09-02T05:10:10.474986+00:00	gpt-4o	in=1521	out=462	$0.0084
2026-09-02T05:10:16.923844+00:00	gpt-4o	in=2323	out=454	$0.0103
2026-09-02T05:10:26.055255+00:00	gpt-4o	in=1675	out=510	$0.0093
2026-09-02T05:10:32.030770+00:00	gpt-4o	in=2191	out=434	$0.0098
2026-09-02T05:10:37.586223+00:00	gpt-4o	in=1876	out=432	$0.0090
2026-09-02T05:10:42.726894+00:00	gpt-4o	in=875	out=399	$0.0062
2026-09-02T05:10:50.218231+00:00	gpt-4o	in=915	out=422	$0.0065
2026-09-02T05:10:53.830608+00:00	gpt-4o	in=941	out=403	$0.0064
2026-09-02T05:10:59.135451+00:00	gpt-4o	in=903	out=377	$0.0060
2026-09-02T05:11:03.211649+00:00	gpt-4o	in=916	out=404	$0.0063
2026-09-02T05:11:07.159963+00:00	gpt-4o	in=852	out=433	$0.0065
2026-09-02T05:11:11.262810+00:00	gpt-4o	in=902	out=345	$0.0057
2026-09-02T05:11:15.901396+00:00	gpt-4o	in=893	out=385	$0.0061
2026-09-02T05:11:20.747310+00:00	gpt-4o	in=956	out=431	$0.0067
2026-09-02T05:11:24.341853+00:00	gpt-4o	in=872	out=361	$0.0058
2026-09-02T05:11:29.737887+00:00	gpt-4o	in=873	out=367	$0.0059
2026-09-02T05:14:53.560139+00:00	gpt-4o	in=914	out=415	$0.0064
2026-09-02T05:14:58.225373+00:00	gpt-4o	in=900	out=402	$0.0063
2026-09-02T05:15:02.935374+00:00	gpt-4o	in=870	out=388	$0.0061
2026-09-02T05:15:07.270271+00:00	gpt-4o	in=871	out=368	$0.0059
2026-09-02T05:15:14.036337+00:00	gpt-4o	in=1235	out=504	$0.0081
2026-09-02T05:17:21.384784+00:00	gpt-4o	in=1008	out=408	$0.0066
2026-09-02T05:17:26.364509+00:00	gpt-4o	in=1235	out=414	$0.0072
2026-09-02T05:17:31.342817+00:00	gpt-4o	in=1467	out=483	$0.0085
2026-09-02T05:17:37.297771+00:00	gpt-4o	in=1101	out=455	$0.0073
2026-09-02T05:17:42.707505+00:00	gpt-4o	in=1216	out=468	$0.0077
2026-09-02T05:17:47.619331+00:00	gpt-4o	in=1959	out=453	$0.0094
2026-09-02T05:17:52.718469+00:00	gpt-4o	in=1521	out=458	$0.0084
2026-09-02T05:17:57.633695+00:00	gpt-4o	in=2323	out=470	$0.0105
2026-09-02T05:18:03.264586+00:00	gpt-4o	in=1675	out=509	$0.0093
2026-09-02T05:18:08.799941+00:00	gpt-4o	in=2191	out=483	$0.0103
2026-09-02T05:18:14.276560+00:00	gpt-4o	in=1876	out=419	$0.0089
2026-09-02T05:18:20.825858+00:00	gpt-4o	in=1338	out=643	$0.0098
2026-09-02T05:18:26.236803+00:00	gpt-4o	in=1372	out=642	$0.0098
2026-09-02T05:18:31.956716+00:00	gpt-4o	in=1449	out=690	$0.0105
2026-09-02T05:18:37.426116+00:00	gpt-4o	in=1389	out=675	$0.0102
2026-09-02T05:18:42.590626+00:00	gpt-4o	in=1399	out=649	$0.0100
2026-09-02T05:18:47.709189+00:00	gpt-4o	in=1387	out=670	$0.0102
2026-09-02T05:18:53.337978+00:00	gpt-4o	in=1372	out=666	$0.0101
2026-09-02T05:18:58.432680+00:00	gpt-4o	in=1398	out=663	$0.0101
2026-09-02T05:19:04.250744+00:00	gpt-4o	in=1465	out=704	$0.0107
2026-09-02T05:19:09.690556+00:00	gpt-4o	in=1405	out=656	$0.0101
2026-09-02T05:19:15.515828+00:00	gpt-4o	in=1349	out=642	$0.0098
2026-09-02T05:19:43.850279+00:00	gpt-4o	in=1338	out=608	$0.0094
2026-09-02T05:19:48.017504+00:00	gpt-4o	in=1372	out=555	$0.0090
2026-09-02T05:19:53.355033+00:00	gpt-4o	in=1449	out=687	$0.0105
2026-09-02T05:19:59.130423+00:00	gpt-4o	in=1389	out=714	$0.0106
2026-09-02T05:20:04.412895+00:00	gpt-4o	in=1399	out=640	$0.0099
2026-09-02T05:20:09.851309+00:00	gpt-4o	in=1387	out=572	$0.0092
2026-09-02T05:20:14.958466+00:00	gpt-4o	in=1372	out=666	$0.0101
2026-09-02T05:20:20.211527+00:00	gpt-4o	in=1398	out=657	$0.0101
2026-09-02T05:20:26.405606+00:00	gpt-4o	in=1465	out=741	$0.0111
2026-09-02T05:20:31.748658+00:00	gpt-4o	in=1405	out=650	$0.0100
2026-09-02T05:20:38.024417+00:00	gpt-4o	in=1349	out=614	$0.0095
2026-09-02T05:23:44.193705+00:00	gpt-4o	in=1008	out=414	$0.0067
2026-09-02T05:23:48.395290+00:00	gpt-4o	in=1008	out=407	$0.0066
2026-09-02T05:23:53.186970+00:00	gpt-4o	in=1008	out=416	$0.0067
2026-09-02T05:26:30.464485+00:00	gpt-4o	in=1348	out=624	$0.0096
2026-09-02T05:26:58.212376+00:00	gpt-4o	in=1387	out=689	$0.0104
2026-09-02T05:35:33.243235+00:00	gpt-4o	in=1401	out=622	$0.0097
2026-09-02T05:35:37.790030+00:00	gpt-4o	in=1374	out=626	$0.0097
2026-09-02T05:35:42.823773+00:00	gpt-4o	in=1351	out=632	$0.0097
2026-09-02T05:37:48.330924+00:00	gpt-4o	in=1017	out=461	$0.0072
2026-09-02T05:37:55.539610+00:00	gpt-4o	in=1601	out=458	$0.0086
2026-09-02T05:38:00.647664+00:00	gpt-4o	in=2281	out=445	$0.0102
2026-09-02T05:38:05.196237+00:00	gpt-4o	in=1624	out=451	$0.0086
2026-09-02T05:38:11.277873+00:00	gpt-4o	in=2128	out=525	$0.0106
2026-09-02T05:38:16.976852+00:00	gpt-4o	in=1208	out=453	$0.0076
2026-09-02T05:38:22.273022+00:00	gpt-4o	in=1720	out=460	$0.0089
2026-09-02T05:38:26.879165+00:00	gpt-4o	in=2237	out=469	$0.0103
2026-09-02T05:38:31.610759+00:00	gpt-4o	in=2396	out=419	$0.0102
2026-09-02T05:38:36.692224+00:00	gpt-4o	in=2376	out=458	$0.0105
2026-09-02T05:38:41.404527+00:00	gpt-4o	in=2272	out=461	$0.0103
2026-09-02T05:38:46.688995+00:00	gpt-4o	in=1883	out=507	$0.0098
2026-09-02T05:38:51.544125+00:00	gpt-4o	in=1380	out=677	$0.0102
2026-09-02T05:38:57.797066+00:00	gpt-4o	in=1436	out=750	$0.0111
2026-09-02T05:39:03.328894+00:00	gpt-4o	in=1384	out=656	$0.0100
2026-09-02T05:39:08.514075+00:00	gpt-4o	in=1368	out=661	$0.0100
2026-09-02T05:39:13.570045+00:00	gpt-4o	in=1424	out=627	$0.0098
2026-09-02T05:39:19.183329+00:00	gpt-4o	in=1389	out=697	$0.0104
2026-09-02T05:39:24.524230+00:00	gpt-4o	in=1376	out=616	$0.0096
2026-09-02T05:39:30.656623+00:00	gpt-4o	in=1401	out=649	$0.0100
2026-09-02T05:39:35.976687+00:00	gpt-4o	in=1377	out=644	$0.0099
2026-09-02T05:39:41.007069+00:00	gpt-4o	in=1457	out=699	$0.0106
2026-09-02T05:39:46.193243+00:00	gpt-4o	in=1374	out=693	$0.0104
2026-09-02T05:39:54.084942+00:00	gpt-4o	in=1433	out=695	$0.0105
2026-09-02T05:41:19.048246+00:00	gpt-4o	in=1521	out=464	$0.0084
2026-09-02T05:41:23.481574+00:00	gpt-4o	in=1819	out=409	$0.0086
2026-09-02T05:41:27.767115+00:00	gpt-4o	in=2034	out=470	$0.0098
2026-09-02T05:41:32.500815+00:00	gpt-4o	in=1674	out=496	$0.0091
2026-09-02T05:41:37.294110+00:00	gpt-4o	in=1834	out=480	$0.0094
2026-09-02T05:41:43.722879+00:00	gpt-4o	in=2571	out=546	$0.0119
2026-09-02T05:41:49.405799+00:00	gpt-4o	in=2110	out=485	$0.0101
2026-09-02T05:41:54.023924+00:00	gpt-4o	in=2852	out=464	$0.0118
2026-09-02T05:41:59.123852+00:00	gpt-4o	in=2275	out=545	$0.0111
2026-09-02T05:42:04.745793+00:00	gpt-4o	in=2712	out=467	$0.0115
2026-09-02T05:42:09.891363+00:00	gpt-4o	in=2451	out=474	$0.0109
2026-09-02T05:42:16.906401+00:00	gpt-4o	in=1461	out=738	$0.0110
2026-09-02T05:42:22.050799+00:00	gpt-4o	in=1436	out=687	$0.0105
2026-09-02T05:42:28.524574+00:00	gpt-4o	in=1505	out=806	$0.0118
2026-09-02T05:42:33.553609+00:00	gpt-4o	in=1497	out=775	$0.0115
2026-09-02T05:42:39.388743+00:00	gpt-4o	in=1525	out=707	$0.0109
2026-09-02T05:42:45.342837+00:00	gpt-4o	in=1511	out=761	$0.0114
2026-09-02T05:42:51.269931+00:00	gpt-4o	in=1462	out=745	$0.0111
2026-09-02T05:42:57.062802+00:00	gpt-4o	in=1520	out=789	$0.0117
2026-09-02T05:43:04.818188+00:00	gpt-4o	in=1564	out=797	$0.0119
2026-09-02T05:43:10.817127+00:00	gpt-4o	in=1450	out=680	$0.0104
2026-09-02T05:43:17.639141+00:00	gpt-4o	in=1432	out=700	$0.0106
2026-09-02T05:44:12.645192+00:00	gpt-4o	in=1636	out=459	$0.0087
2026-09-02T05:44:22.200132+00:00	gpt-4o	in=1934	out=457	$0.0094
2026-09-02T05:44:27.875292+00:00	gpt-4o	in=2149	out=471	$0.0101
2026-09-02T05:44:34.124550+00:00	gpt-4o	in=1789	out=449	$0.0090
2026-09-02T05:44:39.623226+00:00	gpt-4o	in=1949	out=499	$0.0099
2026-09-02T05:44:45.535714+00:00	gpt-4o	in=2686	out=485	$0.0116
2026-09-02T05:44:51.802720+00:00	gpt-4o	in=2225	out=497	$0.0105
2026-09-02T05:44:58.847453+00:00	gpt-4o	in=2967	out=491	$0.0123
2026-09-02T05:45:04.607721+00:00	gpt-4o	in=2390	out=573	$0.0117
2026-09-02T05:45:12.420577+00:00	gpt-4o	in=2827	out=475	$0.0118
2026-09-02T05:45:17.871703+00:00	gpt-4o	in=2566	out=454	$0.0110
2026-09-02T05:45:24.962027+00:00	gpt-4o	in=1422	out=540	$0.0090
2026-09-02T05:45:32.224853+00:00	gpt-4o	in=1485	out=592	$0.0096
2026-09-02T05:45:39.610007+00:00	gpt-4o	in=1506	out=792	$0.0117
2026-09-02T05:45:48.307216+00:00	gpt-4o	in=1447	out=752	$0.0111
2026-09-02T05:45:57.219221+00:00	gpt-4o	in=1546	out=703	$0.0109
2026-09-02T05:46:04.642047+00:00	gpt-4o	in=1450	out=725	$0.0109
2026-09-02T05:46:10.915647+00:00	gpt-4o	in=1440	out=667	$0.0103
2026-09-02T05:46:17.292488+00:00	gpt-4o	in=1548	out=817	$0.0120
2026-09-02T05:46:23.894557+00:00	gpt-4o	in=1578	out=754	$0.0115
2026-09-02T05:46:29.361958+00:00	gpt-4o	in=1444	out=661	$0.0102
2026-09-02T05:46:34.843437+00:00	gpt-4o	in=1446	out=709	$0.0107
2026-09-02T05:47:08.323145+00:00	gpt-4o	in=1451	out=438	$0.0080
2026-09-02T05:47:13.204683+00:00	gpt-4o	in=1756	out=512	$0.0095
2026-09-02T05:47:18.298201+00:00	gpt-4o	in=2436	out=494	$0.0110
2026-09-02T05:47:23.392821+00:00	gpt-4o	in=2391	out=485	$0.0108
2026-09-02T05:47:28.657656+00:00	gpt-4o	in=2989	out=561	$0.0131
2026-09-02T05:47:33.460234+00:00	gpt-4o	in=1866	out=508	$0.0097
2026-09-02T05:47:38.185531+00:00	gpt-4o	in=2398	out=474	$0.0107
2026-09-02T05:47:43.133278+00:00	gpt-4o	in=2974	out=508	$0.0125
2026-09-02T05:47:47.826979+00:00	gpt-4o	in=3057	out=414	$0.0118
2026-09-02T05:47:52.300335+00:00	gpt-4o	in=3120	out=480	$0.0126
2026-09-02T05:47:58.150522+00:00	gpt-4o	in=2903	out=510	$0.0124
2026-09-02T05:48:02.643832+00:00	gpt-4o	in=2553	out=530	$0.0117
2026-09-02T05:48:09.549637+00:00	gpt-4o	in=1486	out=730	$0.0110
2026-09-02T05:48:15.051350+00:00	gpt-4o	in=1490	out=739	$0.0111
2026-09-02T05:48:19.664943+00:00	gpt-4o	in=1433	out=689	$0.0105
2026-09-02T05:48:26.003683+00:00	gpt-4o	in=1466	out=802	$0.0117
2026-09-02T05:48:31.026861+00:00	gpt-4o	in=1585	out=767	$0.0116
2026-09-02T05:48:36.523850+00:00	gpt-4o	in=1527	out=853	$0.0123
2026-09-02T05:48:41.646665+00:00	gpt-4o	in=1438	out=665	$0.0102
2026-09-02T05:48:48.121728+00:00	gpt-4o	in=1582	out=861	$0.0126
2026-09-02T05:48:53.447524+00:00	gpt-4o	in=1469	out=695	$0.0106
2026-09-02T05:48:58.983674+00:00	gpt-4o	in=1508	out=681	$0.0106
2026-09-02T05:49:05.023857+00:00	gpt-4o	in=1450	out=657	$0.0102
2026-09-02T05:49:09.401334+00:00	gpt-4o	in=1518	out=703	$0.0108
